Entry,Entry_Name,Gene_Names,Protein_names,Gene_Names_synonym,gene_id,HGNC_name,HGNC_prev_name,HGNC_alias_name,HGNC_alias_symbol,NCBI_nomenclaturename,NCBI_otheraliases,Gene_name(primary)
Q8WYR1,PI3R5_HUMAN,PIK3R5,Phosphoinositide 3-kinase regulatory subunit 5; PI3-kinase regulatory subunit 5; PI3-kinase p101 subunit; Phosphatidylinositol 4;5-bisphosphate 3-kinase regulatory subunit; PtdIns-3-kinase regulatory subunit; Protein FOAP-2; PtdIns-3-kinase p101; p101-PI3K,,23533,phosphoinositide-3-kinase regulatory subunit 5,phosphoinositide-3-kinase; regulatory subunit 5,,P101-PI3K; p101,phosphoinositide-3-kinase regulatory subunit 5,F730038I15Rik; FOAP-2; P101-PI3K; p101,PIK3R5
Q8WZ42,TITIN_HUMAN,TTN,Titin; EC 2.7.11.1; Connectin; Rhabdomyosarcoma antigen MU-RMS-40.14,,7273,titin,cardiomyopathy; dilated 1G (autosomal dominant),,CMPD4; FLJ32040; TMD; CMH9; LGMD2J; MYLK5,titin,CMD1G; CMH9; CMPD4; CMYO5; CMYP5; EOMFC; HMERF; LGMD2J; LGMDR10; MYLK5; SALMY; TMD,TTN
Q92519,TRIB2_HUMAN,TRIB2; TRB2,Tribbles homolog 2; TRB-2,TRB2,28951,tribbles pseudokinase 2,tribbles homolog 2 (Drosophila),,TRB2; GS3955,tribbles pseudokinase 2,C5FW; GS3955; TRB2,TRIB2
Q92529,SHC3_HUMAN,SHC3; NSHC; SHCC,SHC-transforming protein 3; Neuronal Shc; N-Shc; Protein Rai; SHC-transforming protein C; Src homology 2 domain-containing-transforming protein C3; SH2 domain protein C3,NSHC; SHCC,53358,SHC adaptor protein 3,src homology 2 domain containing transforming protein C3; SHC (Src homology 2 domain containing) transforming protein 3,,N-Shc; NSHC; SHCC,SHC adaptor protein 3,N-Shc; NSHC; RAI; SHCC,SHC3
Q92538,GBF1_HUMAN,GBF1; KIAA0248,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1; BFA-resistant GEF 1,KIAA0248,8729,golgi brefeldin A resistant guanine nucleotide exchange factor 1,golgi-specific brefeldin A resistance factor 1,,KIAA0248; ARF1GEF,golgi brefeldin A resistant guanine nucleotide exchange factor 1,ARF1GEF; CMT2GG; CMTDI2; CMTDIA,GBF1
Q92539,LPIN2_HUMAN,LPIN2; KIAA0249,Phosphatidate phosphatase LPIN2; EC 3.1.3.4; Lipin-2,KIAA0249,9663,lipin 2,,Phosphatidate phosphatase LPIN2,KIAA0249,lipin 2,CRMO1; MJDS,LPIN2
Q92542,NICA_HUMAN,NCSTN; KIAA0253; UNQ1874/PRO4317,Nicastrin,KIAA0253,23385,nicastrin,,,KIAA0253; APH2,nicastrin,ATAG1874,NCSTN
Q92547,TOPB1_HUMAN,TOPBP1; KIAA0259,DNA topoisomerase 2-binding protein 1; DNA topoisomerase II-beta-binding protein 1; TopBP1; DNA topoisomerase II-binding protein 1,KIAA0259,11073,DNA topoisomerase II binding protein 1,topoisomerase (DNA) II binding protein 1,,KIAA0259; TOP2BP1; Dpb11,DNA topoisomerase II binding protein 1,Dpb11; TOP2BP1,TOPBP1
Q92556,ELMO1_HUMAN,ELMO1; KIAA0281,Engulfment and cell motility protein 1; Protein ced-12 homolog,KIAA0281,9844,engulfment and cell motility 1,engulfment and cell motility 1 (ced-12 homolog; C. elegans),,KIAA0281; CED12; ELMO-1; CED-12,engulfment and cell motility 1,CED-12; CED12; ELMO-1,ELMO1
Q92558,WASF1_HUMAN,WASF1; KIAA0269; SCAR1; WAVE1,Actin-binding protein WASF1; Protein WAVE-1; Verprolin homology domain-containing protein 1; Wiskott-Aldrich syndrome protein family member 1; WASP family protein member 1,KIAA0269; SCAR1; WAVE1,8936,WASP family member 1,WAS protein family; member 1; WAS protein family member 1,,WAVE1; SCAR1; KIAA0269; WAVE,WASP family member 1,NEDALVS; SCAR1; WAVE; WAVE1,WASF1
Q92569,P55G_HUMAN,PIK3R3,Phosphatidylinositol 3-kinase regulatory subunit gamma; PI3-kinase regulatory subunit gamma; PI3K regulatory subunit gamma; PtdIns-3-kinase regulatory subunit gamma; Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma; PI3-kinase subunit p55-gamma; PtdIns-3-kinase regulatory subunit p55-gamma; p55PIK,,8503,phosphoinositide-3-kinase regulatory subunit 3,phosphoinositide-3-kinase; regulatory subunit 3 (gamma),phosphoinositide-3-kinase regulatory subunit gamma,p55,phosphoinositide-3-kinase regulatory subunit 3,p55; p55-GAMMA; p55PIK,PIK3R3
Q92574,TSC1_HUMAN,TSC1; KIAA0243; TSC,Hamartin; Tuberous sclerosis 1 protein,KIAA0243; TSC,7248,TSC complex subunit 1,tuberous sclerosis 1,hamartin,KIAA0243; LAM; hamartin,TSC complex subunit 1,LAM; TSC,TSC1
Q92597,NDRG1_HUMAN,NDRG1; CAP43; DRG1; RTP,Protein NDRG1; Differentiation-related gene 1 protein; DRG-1; N-myc downstream-regulated gene 1 protein; Nickel-specific induction protein Cap43; Reducing agents and tunicamycin-responsive protein; RTP; Rit42,CAP43; DRG1; RTP,10397,N-myc downstream regulated 1,,,DRG1; RTP; TDD5; NDR1,N-myc downstream regulated 1,CAP43; CMT4D; DRG-1; DRG1; GC4; HMSNL; NDR1; NMSL; PROXY1; RIT42; RTP; TARG1; TDD5,NDRG1
Q92599,SEPT8_HUMAN,SEPTIN8; KIAA0202; SEPT8,Septin-8,KIAA0202; SEPT8,23176,septin 8,,,KIAA0202; SEP2; Septin-8,septin 8,SEP2; SEPT8; Septin-8,SEPTIN8
Q92630,DYRK2_HUMAN,DYRK2,Dual specificity tyrosine-phosphorylation-regulated kinase 2; EC 2.7.12.1,,8445,dual specificity tyrosine phosphorylation regulated kinase 2,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2; dual specificity tyrosine-(Y)-phosphorylation regulated kinase 2,,,dual specificity tyrosine phosphorylation regulated kinase 2,,DYRK2
Q92673,SORL_HUMAN,SORL1; C11orf32,Sortilin-related receptor; Low-density lipoprotein receptor relative with 11 ligand-binding repeats; LDLR relative with 11 ligand-binding repeats; LR11; SorLA-1; Sorting protein-related receptor containing LDLR class A repeats; SorLA,C11orf32,6653,sortilin related receptor 1,chromosome 11 open reading frame 32; sortilin-related receptor; L(DLR class) A repeats-containing,LDLR relative with 11 ligand-binding repeats,gp250; LR11; LRP9; SorLA; SorLA-1,sortilin related receptor 1,C11orf32; LR11; LRP9; SORLA; SorLA-1; gp250,SORL1
Q92681,RSCA1_HUMAN,RSC1A1,Regulatory solute carrier protein family 1 member 1; Transporter regulator RS1; hRS1,,6248,regulator of solute carriers 1,regulatory solute carrier protein; family 1; member 1,,RS1,regulator of solute carriers 1,RS1,RSC1A1
Q92688,AN32B_HUMAN,ANP32B; APRIL; PHAPI2,Acidic leucine-rich nuclear phosphoprotein 32 family member B; Acidic protein rich in leucines; Putative HLA-DR-associated protein I-2; PHAPI2; Silver-stainable protein SSP29,APRIL; PHAPI2,10541,acidic nuclear phosphoprotein 32 family member B,acidic (leucine-rich) nuclear phosphoprotein 32 family; member B,acidic protein rich in leucines,SSP29; PHAPI2; APRIL,acidic nuclear phosphoprotein 32 family member B,APRIL; PHAPI2; SSP29,ANP32B
Q92698,RAD54_HUMAN,RAD54L; RAD54A,DNA repair and recombination protein RAD54-like; EC 3.6.4.12; RAD54 homolog; hHR54; hRAD54,RAD54A,8438,RAD54 like,RAD54 (S.cerevisiae)-like; RAD54 like (S. cerevisiae),,hHR54; hRAD54; RAD54A,RAD54 like,HR54; RAD54A; hHR54; hRAD54,RAD54L
Q92729,PTPRU_HUMAN,PTPRU; FMI; PCP2; PTPRO,Receptor-type tyrosine-protein phosphatase U; R-PTP-U; EC 3.1.3.48; Pancreatic carcinoma phosphatase 2; PCP-2; Protein-tyrosine phosphatase J; PTP-J; hPTP-J; Protein-tyrosine phosphatase pi; PTP pi; Protein-tyrosine phosphatase receptor omicron; PTP-RO; Receptor-type protein-tyrosine phosphatase psi; R-PTP-psi,FMI; PCP2; PTPRO,10076,protein tyrosine phosphatase receptor type U,,pi R-PTP-Psi,PTPRO; hPTP-J; PCP-2; FMI; PTP,protein tyrosine phosphatase receptor type U,FMI; PCP-2; PTP; PTP-J; PTP-PI; PTP-RO; PTPPSI; PTPRO; PTPU2; R-PTP-PSI; R-PTP-U; hPTP-J,PTPRU
Q92731,ESR2_HUMAN,ESR2; ESTRB; NR3A2,Estrogen receptor beta; ER-beta; Nuclear receptor subfamily 3 group A member 2,ESTRB; NR3A2,2100,estrogen receptor 2,estrogen receptor 2 (ER beta),ER beta; estrogen receptor beta; oestrogen receptor beta; nuclear receptor subfamily 3 group A member 2,NR3A2; Erb; ER-beta,estrogen receptor 2,ER-BETA; ESR-BETA; ESRB; ESTRB; Erb; NR3A2; ODG8,ESR2
Q92734,TFG_HUMAN,TFG,Protein TFG; TRK-fused gene protein,,10342,trafficking from ER to golgi regulator,TRK-fused gene,,TF6; FLJ36137; SPG57,trafficking from ER to golgi regulator,HMSNP; SPG57; TF6; TRKT3,TFG
Q92736,RYR2_HUMAN,RYR2,Ryanodine receptor 2; RYR-2; RyR2; hRYR-2; Cardiac muscle ryanodine receptor; Cardiac muscle ryanodine receptor-calcium release channel; Type 2 ryanodine receptor,,6262,ryanodine receptor 2,arrhythmogenic right ventricular dysplasia 2; ryanodine receptor 2 (cardiac),,ARVC2; VTSIP,ryanodine receptor 2,ARVC2; ARVD2; RYR-2; RyR; VACRDS; VTSIP,RYR2
Q92738,US6NL_HUMAN,USP6NL; KIAA0019,USP6 N-terminal-like protein; Related to the N-terminus of tre; RN-tre,KIAA0019,9712,USP6 N-terminal like,USP6NL intronic transcript 1 (non-protein coding),related to the N terminus of tre,RNTRE; KIAA0019; TRE2NL; RN-tre,USP6 N-terminal like,RNTRE; TRE2NL; USP6NL-IT1,USP6NL
Q92769,HDAC2_HUMAN,HDAC2,Histone deacetylase 2; HD2; EC 3.5.1.98; Protein deacylase HDAC2; EC 3.5.1.-,,3066,histone deacetylase 2,,,RPD3; YAF1; KDAC2,histone deacetylase 2,HD2; KDAC2; RPD3; YAF1,HDAC2
Q92772,CDKL2_HUMAN,CDKL2,Cyclin-dependent kinase-like 2; EC 2.7.11.22; Protein kinase p56 KKIAMRE; Serine/threonine-protein kinase KKIAMRE,,8999,cyclin dependent kinase like 2,cyclin-dependent kinase-like 2 (CDC2-related kinase),,P56; KKIAMRE,cyclin dependent kinase like 2,KKIAMRE; P56,CDKL2
Q92784,DPF3_HUMAN,DPF3; BAF45C; CERD4,Zinc finger protein DPF3; BRG1-associated factor 45C; BAF45C; Zinc finger protein cer-d4,BAF45C; CERD4,8110,double PHD fingers 3,D4; zinc and double PHD fingers; family 3,,cer-d4; Cerd4; FLJ14079; BAF45c; SMARCG3,double PHD fingers 3,BAF45C; CERD4; SMARCG3,DPF3
Q92785,REQU_HUMAN,DPF2; BAF45D; REQ; UBID4,Zinc finger protein ubi-d4; Apoptosis response zinc finger protein; BRG1-associated factor 45D; BAF45D; D4; zinc and double PHD fingers family 2; Protein requiem,BAF45D; REQ; UBID4,5977,double PHD fingers 2,requiem; apoptosis response zinc finger gene; D4; zinc and double PHD fingers family 2,,ubi-d4; BAF45d; SMARCG2,double PHD fingers 2,CSS7; REQ; SMARCG2; UBID4; ubi-d4,DPF2
Q92793,CBP_HUMAN,CREBBP; CBP,CREB-binding protein; Histone lysine acetyltransferase CREBBP; EC 2.3.1.48; Protein lactyltransferas CREBBP; EC 2.3.1.-; Protein-lysine acetyltransferase CREBBP; EC 2.3.1.-,CBP,1387,CREB binding protein,Rubinstein-Taybi syndrome,,RTS; CBP; KAT3A,CREB binding protein,CBP; KAT3A; MKHK1; RSTS; RSTS1,CREBBP
Q92794,KAT6A_HUMAN,KAT6A; MOZ; MYST3; RUNXBP2; ZNF220,Histone acetyltransferase KAT6A; EC 2.3.1.48; MOZ; YBF2/SAS3; SAS2 and TIP60 protein 3; MYST-3; Monocytic leukemia zinc finger protein; Runt-related transcription factor-binding protein 2; Zinc finger protein 220,MOZ; MYST3; RUNXBP2; ZNF220,7994,lysine acetyltransferase 6A,runt-related transcription factor binding protein 2; MYST histone acetyltransferase (monocytic leukemia) 3; K(lysine) acetyltransferase 6A,Monocytic leukemia zinc finger protein,MOZ; ZC2HC6A,lysine acetyltransferase 6A,ARTHS; MOZ; MRD32; MYST-3; MYST3; RUNXBP2; ZC2HC6A; ZNF220,KAT6A
Q92796,DLG3_HUMAN,DLG3; KIAA1232,Disks large homolog 3; Neuroendocrine-DLG; Synapse-associated protein 102; SAP-102; SAP102; XLMR,KIAA1232,1741,discs large MAGUK scaffold protein 3,discs; large homolog 3 (neuroendocrine-dlg; Drosophila); discs; large homolog 3 (Drosophila); discs large homolog 3,neuroendocrine-dlg; protein phosphatase 1; regulatory subunit 82; synapse associated protein 102,NE-Dlg; SAP102; SAP-102; NEDLG; KIAA1232; MRX90; PPP1R82,discs large MAGUK scaffold protein 3,MRX; MRX90; NEDLG; PPP1R82; SAP102; XLID90; XLMR,DLG3
Q92797,SYMPK_HUMAN,SYMPK; SPK,Symplekin,SPK,8189,symplekin scaffold protein,symplekin,,SYM; SPK; Pta1,symplekin scaffold protein,Pta1; SPK; SYM,SYMPK
Q92819,HYAS2_HUMAN,HAS2,Hyaluronan synthase 2; EC 2.4.1.212; Hyaluronate synthase 2; Hyaluronic acid synthase 2; HA synthase 2,,3037,hyaluronan synthase 2,,,,hyaluronan synthase 2,,HAS2
Q92837,FRAT1_HUMAN,FRAT1,Proto-oncogene FRAT1; Frequently rearranged in advanced T-cell lymphomas 1; FRAT-1,,10023,FRAT regulator of WNT signaling pathway 1,frequently rearranged in advanced T-cell lymphomas; frequently rearranged in advanced T-cell lymphomas 1; FRAT1; WNT signaling pathway regulator,,,FRAT regulator of WNT signaling pathway 1,,FRAT1
Q92845,KIFA3_HUMAN,KIFAP3; KIF3AP; SMAP,Kinesin-associated protein 3; KAP-3; KAP3; Smg GDS-associated protein,KIF3AP; SMAP,22920,kinesin associated protein 3,kinesin-associated protein 3,Smg GDS,SMAP; KAP3; FLA3; KAP-1,kinesin associated protein 3,FLA3; KAP-1; KAP-3; KAP3; SMAP; Smg-GDS; dJ190I16.1,KIFAP3
Q92878,RAD50_HUMAN,RAD50,DNA repair protein RAD50; hRAD50; EC 3.6.-.-,,10111,RAD50 double strand break repair protein,RAD50 (S. cerevisiae) homolog; RAD50 homolog (S. cerevisiae); RAD50 homolog; double strand break repair protein,,hRad50; RAD50-2,RAD50 double strand break repair protein,NBSLD; RAD502; hRad50,RAD50
Q92879,CELF1_HUMAN,CELF1; BRUNOL2; CUGBP; CUGBP1; NAB50,CUGBP Elav-like family member 1; CELF-1; 50 kDa nuclear polyadenylated RNA-binding protein; Bruno-like protein 2; CUG triplet repeat RNA-binding protein 1; CUG-BP1; CUG-BP- and ETR-3-like factor 1; Deadenylation factor CUG-BP; Embryo deadenylation element-binding protein homolog; EDEN-BP homolog; RNA-binding protein BRUNOL-2,BRUNOL2; CUGBP; CUGBP1; NAB50,10658,CUGBP Elav-like family member 1,CUG triplet repeat; RNA-binding protein 1; CUG triplet repeat; RNA binding protein 1; CUGBP; Elav-like family member 1,CUG RNA-binding protein; nuclear polyadenylated RNA-binding protein; 50-kD; bruno-like 2; embryo deadenylation element binding protein,CUG-BP; hNab50; BRUNOL2; NAB50; CUGBP; NAPOR; EDEN-BP,CUGBP Elav-like family member 1,BRUNOL2; CUG-BP; CUGBP; CUGBP1; EDEN-BP; NAB50; NAPOR; hNab50,CELF1
Q92882,OSTF1_HUMAN,OSTF1,Osteoclast-stimulating factor 1,,26578,osteoclast stimulating factor 1,,,SH3P2; OSF; bA235O14.1,osteoclast stimulating factor 1,OSF; SH3P2; bA235O14.1,OSTF1
Q92888,ARHG1_HUMAN,ARHGEF1,Rho guanine nucleotide exchange factor 1; 115 kDa guanine nucleotide exchange factor; p115-RhoGEF; p115RhoGEF; Sub1.5,,9138,Rho guanine nucleotide exchange factor 1,Rho guanine nucleotide exchange factor (GEF) 1,,P115-RHOGEF; SUB1.5; LBCL2,Rho guanine nucleotide exchange factor 1,GEF1; IMD62; LBCL2; LSC; P115-RHOGEF; SUB1.5,ARHGEF1
Q92900,RENT1_HUMAN,UPF1; KIAA0221; RENT1,Regulator of nonsense transcripts 1; EC 3.6.4.12; EC 3.6.4.13; ATP-dependent helicase RENT1; Nonsense mRNA reducing factor 1; NORF1; Up-frameshift suppressor 1 homolog; hUpf1,KIAA0221; RENT1,5976,UPF1 RNA helicase and ATPase,regulator of nonsense transcripts 1; UPF1 regulator of nonsense transcripts homolog (yeast); UPF1; RNA helicase and ATPase,UP Frameshift 1; smg-2 homolog; nonsense mediated mRNA decay factor (C. elegans),HUPF1; KIAA0221; NORF1; pNORF1; smg-2,UPF1 RNA helicase and ATPase,HUPF1; NORF1; RENT1; UTF; pNORF1; smg-2,UPF1
Q92903,CDS1_HUMAN,CDS1; CDS,Phosphatidate cytidylyltransferase 1; EC 2.7.7.41; CDP-DAG synthase 1; CDP-DG synthase 1; CDP-diacylglycerol synthase 1; CDS 1; CDP-diglyceride pyrophosphorylase 1; CDP-diglyceride synthase 1; CTP:phosphatidate cytidylyltransferase 1,CDS,1040,CDP-diacylglycerol synthase 1,,phosphatidate cytidylyltransferase,,CDP-diacylglycerol synthase 1,CDS 1,CDS1
Q92904,DAZL_HUMAN,DAZL; DAZH; DAZL1; DAZLA; SPGYLA,Deleted in azoospermia-like; DAZ homolog; DAZ-like autosomal; Deleted in azoospermia-like 1; SPGY-like-autosomal,DAZH; DAZL1; DAZLA; SPGYLA,1618,deleted in azoospermia like,deleted in azoospermia-like,,DAZH; SPGYLA; MGC26406; DAZL1,deleted in azoospermia like,DAZH; DAZL1; DAZLA; SPGYLA,DAZL
Q92908,GATA6_HUMAN,GATA6,Transcription factor GATA-6; GATA-binding factor 6,,2627,GATA binding protein 6,GATA-binding protein 6,,,GATA binding protein 6,,GATA6
Q92915,FGF14_HUMAN,FGF14; FHF4,Fibroblast growth factor 14; FGF-14; Fibroblast growth factor homologous factor 4; FHF-4,FHF4,2259,fibroblast growth factor 14,,,FHF4; SCA27,fibroblast growth factor 14,FGF-14; FHF-4; FHF4; NYS4; SCA27; SCA27A; SCA27B,FGF14
Q92917,GPKOW_HUMAN,GPKOW; GPATC5; GPATCH5; T54,G-patch domain and KOW motifs-containing protein; G-patch domain-containing protein 5; Protein MOS2 homolog; Protein T54,GPATC5; GPATCH5; T54,27238,G-patch domain and KOW motifs,,G patch domain containing 5,T54; GPATC5; GPATCH5; Spp2; Mos2,G-patch domain and KOW motifs,GPATC5; GPATCH5; Mos2; Spp2; T54,GPKOW
Q92918,M4K1_HUMAN,MAP4K1; HPK1,Mitogen-activated protein kinase kinase kinase kinase 1; EC 2.7.11.1; Hematopoietic progenitor kinase; MAPK/ERK kinase kinase kinase 1; MEK kinase kinase 1; MEKKK 1,HPK1,11184,mitogen-activated protein kinase kinase kinase kinase 1,,hematopoietic progenitor kinase 1,HPK1,mitogen-activated protein kinase kinase kinase kinase 1,HPK1,MAP4K1
Q92934,BAD_HUMAN,BAD; BBC6; BCL2L8,Bcl2-associated agonist of cell death; BAD; Bcl-2-binding component 6; Bcl-2-like protein 8; Bcl2-L-8; Bcl-xL/Bcl-2-associated death promoter; Bcl2 antagonist of cell death,BBC6; BCL2L8,572,BCL2 associated agonist of cell death,,,BCL2L8; BBC2,BCL2 associated agonist of cell death,BBC2; BCL2L8,BAD
Q92945,FUBP2_HUMAN,KHSRP; FUBP2,Far upstream element-binding protein 2; FUSE-binding protein 2; KH type-splicing regulatory protein; KSRP; p75,FUBP2,8570,KH-type splicing regulatory protein,,FUSE binding protein 2,KSRP; FBP2; FUBP2,KH-type splicing regulatory protein,FBP2; FUBP2; KSRP; p75,KHSRP
Q92952,KCNN1_HUMAN,KCNN1; SK,Small conductance calcium-activated potassium channel protein 1; SK1; SKCa 1; SKCa1; hSK1; KCa2.1,SK,3780,potassium calcium-activated channel subfamily N member 1,potassium intermediate/small conductance calcium-activated channel; subfamily N; member 1; potassium channel; calcium activated intermediate/small conductance subfamily N alpha; member 1,small conductance calcium-activated potassium channel 1,KCa2.1; hSK1,potassium calcium-activated channel subfamily N member 1,KCa2.1; SK1; SKCA1; hSK1,KCNN1
Q92974,ARHG2_HUMAN,ARHGEF2; KIAA0651; LFP40,Rho guanine nucleotide exchange factor 2; Guanine nucleotide exchange factor H1; GEF-H1; Microtubule-regulated Rho-GEF; Proliferating cell nucleolar antigen p40,KIAA0651; LFP40,9181,Rho/Rac guanine nucleotide exchange factor 2,rho/rac guanine nucleotide exchange factor (GEF) 2; Rho/Rac guanine nucleotide exchange factor (GEF) 2,,LFP40; GEF-H1; KIAA0651; P40; Lfc; GEFH1,Rho/Rac guanine nucleotide exchange factor 2,GEF; GEF-H1; GEFH1; LFP40; Lfc; NEDMHM; P40,ARHGEF2
Q92985,IRF7_HUMAN,IRF7,Interferon regulatory factor 7; IRF-7,,3665,interferon regulatory factor 7,,,,interferon regulatory factor 7,IMD39; IRF-7; IRF-7H; IRF7A; IRF7B; IRF7C; IRF7H,IRF7
Q92993,KAT5_HUMAN,KAT5; HTATIP; TIP60,Histone acetyltransferase KAT5; EC 2.3.1.48; 60 kDa Tat-interactive protein; Tip60; Histone acetyltransferase HTATIP; HIV-1 Tat interactive protein; Lysine acetyltransferase 5; Protein 2-hydroxyisobutyryltransferase KAT5; EC 2.3.1.-; Protein acetyltransferase KAT5; EC 2.3.1.-; Protein crotonyltransferase KAT5; EC 2.3.1.-; Protein lactyltransferase KAT5; EC 2.3.1.-; cPLA(2,HTATIP; TIP60,10524,lysine acetyltransferase 5,HIV-1 Tat interactive protein; 60kDa; K(lysine) acetyltransferase 5,Tat interacting protein; 60kDa; K-acetyltransferase 5,TIP60; PLIP; cPLA2; HTATIP1; ESA1; ZC2HC5,lysine acetyltransferase 5,ESA1; HTATIP; HTATIP1; NEDFASB; PLIP; TIP; TIP60; ZC2HC5; cPLA2,KAT5
Q92994,TF3B_HUMAN,BRF1; BRF; GTF3B; TAF3B2; TAF3C,Transcription factor IIIB 90 kDa subunit; TFIIIB90; hTFIIIB90; B-related factor 1; BRF-1; hBRF; TAF3B2; TATA box-binding protein-associated factor; RNA polymerase III; subunit 2,BRF; GTF3B; TAF3B2; TAF3C,2972,BRF1 general transcription factor IIIB subunit,BRF1 RNA polymerase III transcription initiation factor subunit; BRF1; RNA polymerase III transcription initiation factor 90 kDa subunit; TATA box binding protein (TBP)-associated factor; RNA polymerase III; GTF3B subunit 2; BRF1 homolog; subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae),,TFIIIB90; BRF; hBRF,BRF1 general transcription factor IIIB subunit,BRF; BRF-1; CFDS; GTF3B; HEL-S-76p; TAF3B2; TAF3C; TAFIII90; TF3B90; TFIIIB90; hBRF,BRF1
Q92997,DVL3_HUMAN,DVL3; KIAA0208,Segment polarity protein dishevelled homolog DVL-3; Dishevelled-3; DSH homolog 3,KIAA0208,1857,dishevelled segment polarity protein 3,dishevelled 3 (homologous to Drosophila dsh); dishevelled; dsh homolog 3 (Drosophila),,KIAA0208,dishevelled segment polarity protein 3,DRS3,DVL3
Q93009,UBP7_HUMAN,USP7; HAUSP,Ubiquitin carboxyl-terminal hydrolase 7; EC 3.4.19.12; Deubiquitinating enzyme 7; Herpesvirus-associated ubiquitin-specific protease; Ubiquitin thioesterase 7; Ubiquitin-specific-processing protease 7,HAUSP,7874,ubiquitin specific peptidase 7,ubiquitin specific peptidase 7 (herpes virus-associated),,,ubiquitin specific peptidase 7,C16DELp13.2; DEL16P13.2; HAFOUS; HAUSP; TEF1,USP7
Q93034,CUL5_HUMAN,CUL5; VACM1,Cullin-5; CUL-5; Vasopressin-activated calcium-mobilizing receptor 1; VACM-1,VACM1,8065,cullin 5,,,VACM-1,cullin 5,CUL-5; VACM-1; VACM1,CUL5
Q93045,STMN2_HUMAN,STMN2; SCG10; SCGN10,Stathmin-2; Superior cervical ganglion-10 protein; Protein SCG10,SCG10; SCGN10,11075,stathmin 2,stathmin-like 2,,SCG10,stathmin 2,SCG10; SCGN10,STMN2
Q93052,LPP_HUMAN,LPP,Lipoma-preferred partner; LIM domain-containing preferred translocation partner in lipoma,,4026,LIM domain containing preferred translocation partner in lipoma,LIM domain-containing preferred translocation partner in lipoma,lipoma preferred partner gene,,LIM domain containing preferred translocation partner in lipoma,,LPP
Q93077,H2A1C_HUMAN,H2AC6; H2AFL; HIST1H2AC,Histone H2A type 1-C; H2A-clustered histone 6; Histone H2A/l,H2AFL; HIST1H2AC,8334,H2A clustered histone 6,H2A histone family; member L; histone 1; H2ac; histone cluster 1; H2ac; histone cluster 1 H2A family member c,,,H2A clustered histone 6,H2A/l; H2AFL; HIST1H2AC; dJ221C16.4,H2AC6
Q93079,H2B1H_HUMAN,H2BC9; H2BFJ; HIST1H2BH,Histone H2B type 1-H; H2B-clustered histone 9; Histone H2B.j; H2B/j,H2BFJ; HIST1H2BH,8345,H2B clustered histone 9,H2B histone family; member J; histone 1; H2bh; histone cluster 1; H2bh; histone cluster 1 H2B family member h,,H2B/j,H2B clustered histone 9,H2B/j; H2BFJ; HIST1H2BH,H2BC9
Q93096,TP4A1_HUMAN,PTP4A1; PRL1; PTPCAAX1,Protein tyrosine phosphatase type IVA 1; EC 3.1.3.48; PTP(CAAXI; Protein-tyrosine phosphatase 4a1; Protein-tyrosine phosphatase of regenerating liver 1; PRL-1,PRL1; PTPCAAX1,7803,protein tyrosine phosphatase 4A1,protein tyrosine phosphatase type IVA; member 1,phosphatase of regenerating liver 1,PTPCAAX1; PRL-1; PRL1,protein tyrosine phosphatase 4A1,HH72; PRL-1; PRL1; PTP(CAAX1); PTPCAAX1,PTP4A1
Q93097,WNT2B_HUMAN,WNT2B; WNT13,Protein Wnt-2b; Protein Wnt-13,WNT13,7482,Wnt family member 2B,wingless-type MMTV integration site family; member 2B,XWNT2; Xenopus; homolog of; wingless-type MMTV integration site family; member 13,XWNT2,Wnt family member 2B,WNT13,WNT2B
Q93098,WNT8B_HUMAN,WNT8B,Protein Wnt-8b,,7479,Wnt family member 8B,wingless-type MMTV integration site family; member 8B,,,Wnt family member 8B,,WNT8B
Q93100,KPBB_HUMAN,PHKB,Phosphorylase b kinase regulatory subunit beta; Phosphorylase kinase subunit beta,,5257,phosphorylase kinase regulatory subunit beta,phosphorylase kinase; beta,,,phosphorylase kinase regulatory subunit beta,,PHKB
Q969H0,FBXW7_HUMAN,FBXW7; FBW7; FBX30; SEL10,F-box/WD repeat-containing protein 7; Archipelago homolog; hAgo; F-box and WD-40 domain-containing protein 7; F-box protein FBX30; SEL-10; hCdc4,FBW7; FBX30; SEL10,55294,F-box and WD repeat domain containing 7,F-box and WD-40 domain protein 7 (archipelago homolog; Drosophila); F-box and WD repeat domain containing 7; E3 ubiquitin protein ligase,archipelago homolog (Drosophila),AGO; FLJ11071; SEL-10; SEL10; FBW7; FBX30; CDC4; FBXW6,F-box and WD repeat domain containing 7,AGO; CDC4; DEDHIL; FBW6; FBW7; FBX30; FBXO30; FBXW6; SEL-10; SEL10; hAgo; hCdc4,FBXW7
Q969H4,CNKR1_HUMAN,CNKSR1; CNK1,Connector enhancer of kinase suppressor of ras 1; Connector enhancer of KSR 1; CNK homolog protein 1; CNK1; hCNK1; Connector enhancer of KSR-like,CNK1,10256,connector enhancer of kinase suppressor of Ras 1,,,CNK1; KSR; CNK,connector enhancer of kinase suppressor of Ras 1,CNK; CNK1,CNKSR1
